Research ID,Description,Learning Outcomes,Raw Skill,Level,Knowledge Required,Task Abilities,Skill Tag,Correlation Coefficient
,,,Data Analysis,3.0,"['graphing methods', 'statistical concepts', 'data interpretation']","['visualize data', 'identify patterns', 'evaluate effectiveness.']",ESCO.3226,0.907012446604044
,,,Data Analysis,3.0,"['graphing methods', 'statistical concepts', 'data interpretation']","['visualize data', 'identify patterns', 'evaluate effectiveness.']",ESCO.3637,0.9254210007226864
,,,Data Analysis,3.0,"['graphing methods', 'statistical concepts', 'data interpretation']","['visualize data', 'identify patterns', 'evaluate effectiveness.']",ESCO.12451,0.878006624592814
,,,Business Writing,3.0,"['business communication', 'document types', 'audience tailoring']","['drafting documents', 'giving feedback', 'revising content.']",ESCO.2663,0.8521202614736452
,,,Source Evaluation,3.0,"['plagiarism', 'credibility assessment', 'citation standards']","['selecting sources', 'verifying accuracy', 'citing info.']",ESCO.7435,0.8520455158948499
,,,Psychotherapy,2.0,"['therapeutic approaches', 'counseling techniques', 'client interaction']","['assist with therapy', 'suggest treatments', 'understand therapy processes.']",ESCO.888,0.8506393043201299
,,,Greek Exegesis,7.0,"['biblical languages', 'textual criticism', 'translation theory']","['textual analysis', 'interpretation', 'historical context.']",ESCO.7554,0.9226683544220926
,,,Greek Exegesis,7.0,"['biblical languages', 'textual criticism', 'translation theory']","['textual analysis', 'interpretation', 'historical context.']",ESCO.12702,0.9604178609019065
,,,descriptive statistics,3.0,"['statistical concepts', 'data presentation', 'research methods']","['data summarization', 'frequency analysis', 'graph construction.']",ESCO.6981,0.8856183896819186
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.355,0.855476494233118
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.1956,0.8587719187681865
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.1984,0.8868590323460146
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.3187,0.8758411275395429
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.3600,0.8579082168127292
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.3687,0.8698120299643716
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.3930,0.8780360338630353
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.5256,0.8641541951613213
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.5610,0.8868170746701519
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.7167,0.8516838643706867
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.7909,0.8643454593124326
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.8644,0.8575071855595655
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.9462,0.9333648729090234
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.10154,0.9199675772061212
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.10307,0.8826069613120308
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.10950,0.8701633622690316
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.11538,0.886648212880185
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.12065,0.8500644107592625
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.13176,0.9183452639403216
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.13474,0.8507708443498199
,,,statistical software,2.0,"['data analysis tools', 'output interpretation', 'software applications']","['data manipulation', 'statistical calculation', 'report generation.']",ESCO.13664,0.8924067092116831
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.2100,0.8650887774456271
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.4187,0.8555894619398886
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.4577,0.8508866272049821
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.5588,0.8578930194383945
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.8197,0.8549985914492517
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.8505,0.8517724453968067
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.10916,0.8651166416173536
,,,hypothesis testing,3.0,"['research design', 'statistical inference', 'p-values']","['test formulation', 'data analysis', 'conclusion drawing.']",ESCO.12926,0.8860784248087468
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.638,0.8761607128592768
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.705,0.8560557721325721
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.866,0.8691902294746728
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.2842,0.858230830190327
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.3105,0.8789637921426959
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.3174,0.8709136963172401
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.4356,0.8633091935216326
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.4422,0.8677156276707517
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.4699,0.8681328863411183
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.5331,0.8522579229414059
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.5683,0.8722975748569052
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.5767,0.85945071649266
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.6374,0.8557660007929041
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.6383,0.8520938996015712
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.6387,0.8525396333823402
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.7180,0.881391377354757
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.7219,0.8744995414912627
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.7845,0.9078900050512285
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.8552,0.8860449987562538
,,,research methods,3.0,"['experimental design', 'data collection', 'ethical considerations']","['study design', 'data gathering', 'result interpretation.']",ESCO.8761,0.8759418428258017
